IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Azerbaijan,Percentage,55.3225806451613
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Azerbaijan,Percentage,60.0725952813067
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Azerbaijan,Percentage,60.0725952813067
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Belarus,Percentage,96
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Belarus,Percentage,93.4627170582227
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Botswana,Percentage,93.4337498453544
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Cambodia,Percentage,72.5320904645477
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Cambodia,Percentage,72.6240920096852
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Cambodia,Percentage,75.0357946410309
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Central African Republic,Percentage,87.5
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Central African Republic,Percentage,85.7720836142953
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Chile,Percentage,42.3529411764706
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Chile,Percentage,40.8
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Chile,Percentage,35.2459016393443
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Colombia,Percentage,1.04543053797336
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Colombia,Percentage,86.3774403470716
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Colombia,Percentage,52.9434250764526
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Côte d'Ivoire,Percentage,17.7067915463567
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Côte d'Ivoire,Percentage,84.2558109669963
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Cuba,Percentage,93.5770750988142
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Cuba,Percentage,92.9901142637052
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Dominican Republic,Percentage,4.61912479740681
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Dominican Republic,Percentage,68.6995515695067
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,El Salvador,Percentage,75.0134916351862
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,El Salvador,Percentage,67.0257791458253
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Eswatini,Percentage,59.7504498392378
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Eswatini,Percentage,82.3495041458401
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Ethiopia,Percentage,78.4592002739961
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Gabon,Percentage,10.634328358209
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Guatemala,Percentage,64.9484536082474
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Guatemala,Percentage,89.0597428787497
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Guatemala,Percentage,15.8010081087004
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Guyana,Percentage,85.1063829787234
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Honduras,Percentage,77.5132275132275
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Honduras,Percentage,81.1244979919679
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,India,Percentage,85.6554642927668
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,India,Percentage,78.2263923194707
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Iran (Islamic Republic of),Percentage,63.3233532934132
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Iran (Islamic Republic of),Percentage,85.5721393034826
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Iran (Islamic Republic of),Percentage,75.8278145695364
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Iran (Islamic Republic of),Percentage,95.1834862385321
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Kazakhstan,Percentage,98.9809782608696
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Kazakhstan,Percentage,62.5801853171775
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Kazakhstan,Percentage,88.516932658622
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Kazakhstan,Percentage,98.558981233244
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Kenya,Percentage,47.5516369577321
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Kenya,Percentage,74.2110473821583
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Kyrgyzstan,Percentage,84.648493543759
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Kyrgyzstan,Percentage,88.5106382978723
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Kyrgyzstan,Percentage,80.2491103202847
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Kyrgyzstan,Percentage,88.8717156105101
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Lao People's Democratic Republic,Percentage,55.7496360989811
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Lesotho,Percentage,84
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Lesotho,Percentage,80.2011095700416
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2020,Madagascar,Percentage,100
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Madagascar,Percentage,100
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Mali,Percentage,74.0530303030303
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2019,Mongolia,Percentage,100
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Mozambique,Percentage,89.466811942618
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Myanmar,Percentage,81.016713091922
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Myanmar,Percentage,94.386787745734
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2021,Namibia,Percentage,96.3064047549242
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Namibia,Percentage,99.1931776130617
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Nepal,Percentage,61.2487611496531
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Nicaragua,Percentage,76.338329764454
901BB02B57910F,TB_hiv_all_tpt_completed_prct,Percentage of people living with HIV who completed TB preventive treatment,2022,Papua New Guinea,Percentage,69.4581280788177
