IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Afghanistan,Percentage,90.0174114915845
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Afghanistan,Percentage,9.38035653068221
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Afghanistan,Percentage,86.8433048433049
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Afghanistan,Percentage,11.3817946893681
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Afghanistan,Percentage,21.7649900502143
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Albania,Percentage,44.2622950819672
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Albania,Percentage,57.1428571428572
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Albania,Percentage,43.2432432432432
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Albania,Percentage,56.6666666666667
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Albania,Percentage,31.1111111111111
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Algeria,Percentage,10.91
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Algeria,Percentage,32.9537194087715
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,American Samoa,Percentage,0
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,American Samoa,Percentage,28
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Andorra,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Andorra,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Andorra,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Andorra,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Andorra,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Antigua and Barbuda,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Antigua and Barbuda,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Antigua and Barbuda,Percentage,83.3333333333333
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Antigua and Barbuda,Percentage,75
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Armenia,Percentage,94.3001163241567
