IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2022,Slovenia,Percentage,96.1538461538462
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2019,Somalia,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2020,Somalia,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2020,Sri Lanka,Percentage,50.2777777777778
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2021,Sri Lanka,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2022,Sri Lanka,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2020,Suriname,Percentage,80
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2021,Suriname,Percentage,83.3333333333333
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2022,Suriname,Percentage,73.6111111111111
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2020,Syrian Arab Republic,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2021,Syrian Arab Republic,Percentage,100
D674C44CFFACC6,TB_prevtx_cmplt_prct,Percentage of household contacts (or all close contacts) who completed TB preventive treatment during the reporting period,2022,Syrian Arab Republic,Percentage,100
