IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2021,Algeria,Number,0
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2022,Algeria,Number,1754
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2023,Algeria,Number,2242
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2020,American Samoa,Number,7
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2018,Andorra,Number,0
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2019,Andorra,Number,0
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2021,Andorra,Number,1
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2019,Antigua and Barbuda,Number,1
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2021,Australia,Number,67
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2023,Australia,Number,601
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2021,Azerbaijan,Number,270
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2022,Azerbaijan,Number,189
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2018,Bahamas,Number,8
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2019,Bahamas,Number,14
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2021,Bahamas,Number,2
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2022,Bahamas,Number,2
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2023,Bahamas,Number,1
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2019,Bangladesh,Number,1629
44EEB0F40CB9AB,TB_prevtx_short_rifamycin_num,Number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine,2020,Bangladesh,Number,364
