IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,DISAGGR_1,DISAGGR_2,UNIT,VALUE,VALUE_LO,VALUE_HI
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Male,55-64 years,"Rate per 100,000",10.9603552025487,0,48.9425775737394
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Male,65 years and older,"Rate per 100,000",13.7198674959141,0,70.0576792303415
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,0-4 years,"Rate per 100,000",3.64986686190095,0,13.1306974869844
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,5-14 years,"Rate per 100,000",0.79172557107081,0,4.61333276253684
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,15-24 years,"Rate per 100,000",0.823175671025761,0,5.48358330164804
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,25-34 years,"Rate per 100,000",1.50709926172319,0,8.86947033002424
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,35-44 years,"Rate per 100,000",2.07460325952266,0,12.2077609813078
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,45-54 years,"Rate per 100,000",2.73391660043825,0,17.6401757677694
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,55-64 years,"Rate per 100,000",3.74984369540448,0,25.9220715280415
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Burkina Faso,Female,65 years and older,"Rate per 100,000",5.30839997323775,0,35.8264701444308
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,0-4 years,"Rate per 100,000",38.8157606546649,0,134.585261300015
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,5-14 years,"Rate per 100,000",4.88571194571919,0,33.7607923046598
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,15-24 years,"Rate per 100,000",11.8292543531809,0,49.9119713075584
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,25-34 years,"Rate per 100,000",17.3453029637615,0,64.2923235096913
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,35-44 years,"Rate per 100,000",25.9363822838755,0,87.7636321382133
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,0-4 years,"Rate per 100,000",0.106618668430928,0,0.45968768445917
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,5-14 years,"Rate per 100,000",0.142558218186274,0,0.35261329609126
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,15-24 years,"Rate per 100,000",0.533260387407735,0.186532842143386,0.879987932936654
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,25-34 years,"Rate per 100,000",0.578313905222395,0.21741278691808,0.939215023732286
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,35-44 years,"Rate per 100,000",0.704315678180236,0.290629172429154,1.118002183963
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,45-54 years,"Rate per 100,000",0.757717552088515,0.294143342074694,1.22129176188044
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,55-64 years,"Rate per 100,000",1.43414153455224,0.71446860663666,2.15381446199691
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,45-54 years,"Rate per 100,000",41.5131375098875,0,128.356948656795
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,55-64 years,"Rate per 100,000",75.184923296509,0,207.736679451265
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Male,65 years and older,"Rate per 100,000",106.952750153978,0,271.030825906036
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,0-4 years,"Rate per 100,000",33.5729260341515,0,128.030278633611
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,5-14 years,"Rate per 100,000",5.07952170134044,0,35.0788951133175
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,15-24 years,"Rate per 100,000",15.1674746290325,0,57.2355554333264
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,25-34 years,"Rate per 100,000",19.023140611949,0,67.3376431480241
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,35-44 years,"Rate per 100,000",23.4298512156431,0,80.3047666488052
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Argentina,Female,65 years and older,"Rate per 100,000",2.13546063930279,1.42617398429928,2.84474729399911
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,0-4 years,"Rate per 100,000",2.04674143392658,1.28501857417851,2.80846429367465
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,5-14 years,"Rate per 100,000",0.300081141940781,0.109600275594521,0.490562008287041
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,15-24 years,"Rate per 100,000",0.0912851024548961,0,0.236701241157439
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,25-34 years,"Rate per 100,000",0.205244349280887,0.0485088166237322,0.361979881938041
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,35-44 years,"Rate per 100,000",0.329326416873875,0.118511752443625,0.540141081840007
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,45-54 years,"Rate per 100,000",0.561951619821745,0.218296378976533,0.905606860666956
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,45-54 years,"Rate per 100,000",30.924980065771,0,105.020427557266
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,55-64 years,"Rate per 100,000",40.7703065664293,0,148.758497434923
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bangladesh,Female,65 years and older,"Rate per 100,000",33.0163689167958,0,141.97180388317
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,0-4 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,5-14 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,15-24 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,25-34 years,"Rate per 100,000",1.96930674731183,1.80785568535079,2.13075780900671
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,35-44 years,"Rate per 100,000",0.370558425453287,0.309654268381051,0.431462582726804
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,55-64 years,"Rate per 100,000",0.450098669500922,0.167172338472186,0.733024999823448
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Male,65 years and older,"Rate per 100,000",0.330815812490825,0.0771043655300835,0.584527258678906
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,0-4 years,"Rate per 100,000",2.68607505139917,1.77351484358649,3.59863525921184
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,5-14 years,"Rate per 100,000",0.730920321711257,0.418117004130364,1.04372363929215
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,15-24 years,"Rate per 100,000",0.0971667089977258,0,0.251827737642462
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,25-34 years,"Rate per 100,000",0.0633668822184665,0,0.164843336128837
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,35-44 years,"Rate per 100,000",0.1067194330469,0.000426006860948089,0.213012859653253
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,45-54 years,"Rate per 100,000",5.05939999584237,4.84133934362409,5.27746064806066
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,55-64 years,"Rate per 100,000",3.16149828812461,2.97205976727625,3.35093681125547
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Male,65 years and older,"Rate per 100,000",2.584321458484,2.43729995963605,2.73134295733194
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,0-4 years,"Rate per 100,000",1.26982289780169,1.05837595383907,1.4812698424723
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,5-14 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,15-24 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,25-34 years,"Rate per 100,000",0.526993081500441,0.440755009747363,0.613231152969753
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,35-44 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,45-54 years,"Rate per 100,000",0.075592578453805,0,0.212455154180844
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,55-64 years,"Rate per 100,000",0.0753178761095249,0,0.188911873033195
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Armenia,Female,65 years and older,"Rate per 100,000",0.0853177415950911,0,0.18499093229484
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,0-4 years,"Rate per 100,000",0.540934445585216,0,1.92382017453799
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,5-14 years,"Rate per 100,000",0.0991922892720306,0,0.562659051724138
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,15-24 years,"Rate per 100,000",0.152709031151758,0,0.762688196627608
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,25-34 years,"Rate per 100,000",0.263934627927661,0,1.02123723688111
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,45-54 years,"Rate per 100,000",0.701081848190019,0.618215147122543,0.783948549257494
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,55-64 years,"Rate per 100,000",1.12301178235206,1.01318525494414,1.23283830975999
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bulgaria,Female,65 years and older,"Rate per 100,000",1.91397312400925,1.81096370531723,2.01698254381604
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,0-4 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,5-14 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,15-24 years,"Rate per 100,000",1.390518181191,0,4.21724547712403
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,25-34 years,"Rate per 100,000",1.21614134526099,0,2.61997313994023
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,35-44 years,"Rate per 100,000",1.19147924255354,0.0311291397456215,2.3518293449551
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,35-44 years,"Rate per 100,000",0.517682991336069,0,1.7737779753762
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,45-54 years,"Rate per 100,000",0.604698106904232,0,1.72964561989607
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,55-64 years,"Rate per 100,000",0.90290029774564,0,2.26245635899617
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Male,65 years and older,"Rate per 100,000",2.61394573002755,0.164760674931129,5.06313085399449
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,0-4 years,"Rate per 100,000",0.478830769230769,0,1.86593458810693
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,5-14 years,"Rate per 100,000",0.101370071319409,0,0.586632832399389
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,15-24 years,"Rate per 100,000",0.118329938837921,0,0.694480489296636
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,0-4 years,"Rate per 100,000",0.179405277525023,0,1.40004449499545
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,5-14 years,"Rate per 100,000",0.0231132890365449,0,0.296330280018984
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,15-24 years,"Rate per 100,000",0.199433963636364,0,0.834643985454546
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,25-34 years,"Rate per 100,000",0.415856059613495,0,1.27888406485424
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,35-44 years,"Rate per 100,000",0.503929196623945,0,1.37531031572366
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,45-54 years,"Rate per 100,000",0.535205159597726,0,1.36868809211485
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,55-64 years,"Rate per 100,000",0.518942328589909,0,1.26971968952135
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Aruba,Male,65 years and older,"Rate per 100,000",0.909923767349636,0.0601445604758758,1.7597029742234
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,0-4 years,"Rate per 100,000",55.2648468799539,0,285.865080899789
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,5-14 years,"Rate per 100,000",11.7167802308361,0,96.4571155341206
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,15-24 years,"Rate per 100,000",56.9593401877137,0,245.577366285642
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,25-34 years,"Rate per 100,000",77.5550554233806,0,307.67062712231
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,35-44 years,"Rate per 100,000",89.8614408046315,0,363.860814878633
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,45-54 years,"Rate per 100,000",97.3912316412026,0,470.237513905513
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,55-64 years,"Rate per 100,000",101.358577597706,0,617.643551920768
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Gabon,Female,65 years and older,"Rate per 100,000",132.107812027983,0,769.852638922013
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,0-4 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,5-14 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,15-24 years,"Rate per 100,000",0.776267821232093,0,1.68291847983227
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,25-34 years,"Rate per 100,000",0.789686326427086,0,1.71668480592551
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,35-44 years,"Rate per 100,000",1.3911564156714,0.15476017435231,2.6275526579277
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,45-54 years,"Rate per 100,000",1.81436546044554,0.204922910049903,3.42380801053676
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,55-64 years,"Rate per 100,000",3.0933564605343,0.663399194798958,5.52331372586262
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Ecuador,Female,65 years and older,"Rate per 100,000",7.29956791207374,3.7308324336591,10.8683033904884
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,45-54 years,"Rate per 100,000",1.07771892270637,0,2.95800841106489
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,55-64 years,"Rate per 100,000",0.270244515903734,0,2.09141729330966
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Male,65 years and older,"Rate per 100,000",2.31489553235778,0,8.94433860564824
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Female,0-4 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Female,5-14 years,"Rate per 100,000",0,0,0
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Female,15-24 years,"Rate per 100,000",0.958696771371974,0,3.70369795220087
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Female,25-34 years,"Rate per 100,000",2.39123144713164,0,5.1283352676541
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,Bahrain,Female,35-44 years,"Rate per 100,000",1.2791187302118,0,3.74036053371615
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,25-34 years,"Rate per 100,000",0.139733144246353,0,0.709280686115613
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,35-44 years,"Rate per 100,000",0.219363153456998,0,1.1102252529511
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,45-54 years,"Rate per 100,000",0.229793275732532,0,1.07263328324568
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,55-64 years,"Rate per 100,000",0.284236825521859,0,1.22150555336747
407C6AE7D71AF3,TB_e_mort_agesex_100k,Estimated TB mortality rate per 100 000 population by age group and sex,2023,American Samoa,Female,65 years and older,"Rate per 100,000",1.06536,0,2.71593548051948
