IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Guinea-Bissau,Percentage,0
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Guyana,Percentage,-31.9148936170213
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Haiti,Percentage,-23.1958762886598
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Honduras,Percentage,-22.5
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Hungary,Percentage,-41
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Iceland,Percentage,33.3333333333334
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,India,Percentage,-17.7215189873418
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Indonesia,Percentage,19.0769230769231
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Iran (Islamic Republic of),Percentage,-31.25
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Iraq,Percentage,-43.2432432432432
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Ireland,Percentage,-36.1111111111111
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Israel,Percentage,-30
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Italy,Percentage,-33.3333333333333
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Jamaica,Percentage,-28.8888888888889
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Japan,Percentage,-45.2941176470588
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Jordan,Percentage,-40.3508771929825
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Kazakhstan,Percentage,-13.5802469135802
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Kenya,Percentage,-41.3157894736842
C8F3875EFD863D,TB_e_inc_change_1520_prct,Percentage of change in TB incidence rate between 2015 and 2023,2023,Kiribati,Percentage,0.376647834274953
