iso3,year,c_newinc,e_pop_num,priv_new_dx
PRT,2006,3224,10524128,0
PRT,2007,2956,10546821,
PRT,2008,2817,10564078,
PRT,2009,2714,10576267,
PRT,2010,2602,10578657,
PRT,2011,2496,10557052,
PRT,2012,2490,10513148,
PRT,2013,2338,10458300,
PRT,2014,2169,10406198,
PRT,2015,2087,10370263,0
PRT,2016,1794,10346367,
PRT,2017,1760,10330849,
PRT,2018,1856,10325350,
PRT,2019,1720,10343222,
PRT,2020,1402,10370519,
PRT,2021,1463,10390964,
PRT,2022,1476,10417074,
PRT,2023,1501,10430739,
PRT,2024,1356,10425302,
PRY,2000,1950,5100873,
PRY,2001,2073,5187685,
PRY,2002,2107,5261327,
PRY,2003,2294,5326440,
PRY,2004,2331,5388181,
PRY,2005,2163,5448100,
PRY,2006,2450,5505152,8
PRY,2007,2268,5559383,
PRY,2008,2230,5613576,81
PRY,2009,2351,5671242,110
PRY,2010,2286,5737972,58
PRY,2011,2366,5814626,18
PRY,2012,2421,5897000,36
PRY,2013,2260,5982445,42
PRY,2014,2248,6069811,160
PRY,2015,2353,6159104,
PRY,2016,2438,6249130,
PRY,2017,2579,6338657,
PRY,2018,2589,6427387,
PRY,2019,2834,6515067,
PRY,2020,2363,6603739,
PRY,2021,2734,6684185,
PRY,2022,3250,6760463,
PRY,2023,3719,6844149,
PRY,2024,4054,6929154,
PSE,2000,82,3151792,
PSE,2001,67,3242278,
PSE,2002,,3322361,
PSE,2003,36,3398068,
PSE,2004,23,3475172,
PSE,2005,28,3557405,
PSE,2006,42,3645101,4
PSE,2007,33,3736687,
PSE,2008,40,3829040,0
PSE,2009,35,3921243,0
PSE,2010,31,4016918,0
PSE,2011,32,4115907,0
PSE,2012,32,4215311,0
PSE,2013,,4315266,
PSE,2014,43,4415878,0
PSE,2015,41,4521563,
PSE,2016,36,4632738,
PSE,2017,29,4742739,
PSE,2018,30,4850589,
PSE,2019,21,4957764,
PSE,2020,26,5069701,
PSE,2021,25,5185330,
PSE,2022,21,5305257,
PSE,2023,15,5409200,
PSE,2024,11,5495436,
PYF,2000,62,240338,
PYF,2001,62,244094,
PYF,2002,66,247780,
PYF,2003,51,251649,
PYF,2004,62,255650,
PYF,2005,63,259501,
PYF,2006,69,263228,4
PYF,2007,64,266436,
PYF,2008,50,268365,
PYF,2009,53,269477,
PYF,2010,41,270576,7
PYF,2011,64,271716,
PYF,2012,50,273085,
PYF,2013,52,274726,
PYF,2014,56,276388,
PYF,2015,46,277864,
PYF,2016,55,279170,
PYF,2017,52,280095,
PYF,2018,54,279812,
PYF,2019,,279039,
PYF,2020,64,279211,
PYF,2021,34,279790,
PYF,2022,55,280380,
PYF,2023,35,281128,
PYF,2024,,281799,
QAT,2000,279,644986,
QAT,2001,284,677924,
QAT,2002,278,711200,
QAT,2003,276,744679,
QAT,2004,272,773338,
QAT,2005,325,825405,
QAT,2006,339,972839,4
QAT,2007,399,1208596,
QAT,2008,567,1426930,0
QAT,2009,619,1586052,30
QAT,2010,580,1709233,0
QAT,2011,553,1810954,530
QAT,2012,728,1907116,530
QAT,2013,,2032638,
QAT,2014,465,2218365,
QAT,2015,529,2427333,
QAT,2016,504,2599373,
QAT,2017,601,2706720,
QAT,2018,750,2761144,
QAT,2019,859,2797924,
QAT,2020,861,2803366,
QAT,2021,983,2814986,
QAT,2022,872,2892447,
QAT,2023,911,2979081,
QAT,2024,844,3048426,
ROU,2000,27470,22046251,
ROU,2001,28580,21919919,
ROU,2002,29752,21770018,
ROU,2003,29673,21593450,
ROU,2004,28570,21403219,
ROU,2005,26106,21213384,
ROU,2006,24295,21035730,1
ROU,2007,22590,20870716,
ROU,2008,21724,20718742,
ROU,2009,20643,20576927,
ROU,2010,18590,20432573,
ROU,2011,17045,20282009,
ROU,2012,16107,20158456,
ROU,2013,15523,20062915,0
ROU,2014,14861,19968172,3
ROU,2015,14225,19871020,120
ROU,2016,12790,19777055,
ROU,2017,12310,19689392,
ROU,2018,11586,19597877,
ROU,2019,11083,19501547,
ROU,2020,7193,19392461,
ROU,2021,7591,19248164,
ROU,2022,8818,19166784,
ROU,2023,9122,19118479,
ROU,2024,,19015088,
RUS,2000,140677,146717782,
RUS,2001,132477,146117288,
RUS,2002,128873,145939497,
RUS,2003,129732,145794230,
RUS,2004,121426,145180100,
RUS,2005,127930,144597877,
RUS,2006,124689,144102938,1
RUS,2007,127338,143859762,
RUS,2008,128263,143811838,
RUS,2009,132653,143869127,
RUS,2010,125310,143934464,
RUS,2011,112910,144043755,
RUS,2012,105753,144291026,
RUS,2013,106053,144604099,
RUS,2014,102340,144925645,4110
RUS,2015,99590,145307614,
RUS,2016,92407,145778682,
RUS,2017,84510,146186797,
RUS,2018,78258,146430141,
RUS,2019,73328,146533067,
RUS,2020,58723,146371295,
RUS,2021,56922,145836185,
RUS,2022,55906,145579892,
RUS,2023,54643,145440499,
RUS,2024,49283,144820422,
RWA,2000,6093,8213927,
RWA,2001,5473,8287094,
RWA,2002,6011,8400185,
RWA,2003,6812,8586872,
RWA,2004,6487,8816837,
RWA,2005,7220,9054518,
RWA,2006,8117,9299243,1
RWA,2007,7869,9549931,
RWA,2008,7689,9804273,42
RWA,2009,7415,10060434,75
RWA,2010,6703,10317557,73
RWA,2011,6623,10573730,
RWA,2012,6091,10829898,0
RWA,2013,5702,11093341,74
RWA,2014,5761,11364755,57
RWA,2015,5534,11640031,
RWA,2016,5792,11919186,
RWA,2017,5593,12202058,
RWA,2018,5822,12488000,
RWA,2019,5766,12776100,
RWA,2020,5511,13065832,
RWA,2021,5216,13355261,
RWA,2022,6986,13651023,
RWA,2023,9312,13954478,
RWA,2024,8464,14256561,
SAU,2000,3452,16177716,
SAU,2001,3327,17041400,
SAU,2002,3374,17910906,
SAU,2003,3317,18786766,
SAU,2004,3312,19669490,
SAU,2005,3539,20559895,
SAU,2006,3774,21459150,2
SAU,2007,3955,22368314,
SAU,2008,4025,23287873,
SAU,2009,4043,24217660,
SAU,2010,4465,25157125,
SAU,2011,3932,26105653,
SAU,2012,3690,27062443,
SAU,2013,3435,28026831,
SAU,2014,3248,28998137,
SAU,2015,3309,29974939,
SAU,2016,2913,30717805,
SAU,2017,2865,30782402,
SAU,2018,2963,30365132,
SAU,2019,2936,30472816,
SAU,2020,2448,30991210,
SAU,2021,2577,31328376,
SAU,2022,2587,32175352,
SAU,2023,2538,33264294,
SAU,2024,2597,33962761,
SCG,2000,2864,8328802,
SCG,2001,4556,8285913,
SCG,2002,4232,8250513,
SCG,2003,4657,8224493,
SCG,2004,3661,8199606,
SDN,2000,24807,33849008,
SDN,2001,23997,34825162,
SDN,2002,24554,35825529,
SDN,2003,25105,36799156,
SDN,2004,26567,37789668,
SDN,2005,27562,38852591,
SDN,2006,28937,39968945,4
SDN,2007,29270,41152912,
SDN,2008,24281,42441623,0
SDN,2009,26001,43812657,0
SDN,2010,26131,45160354,484
SDN,2011,19348,36140803,487
SDN,2012,18775,36923176,1475
SDN,2013,19056,37785845,776
SDN,2014,19266,38823317,651
SDN,2015,18762,40024428,
SDN,2016,20477,41259888,
SDN,2017,20438,42714317,
SDN,2018,20080,44230604,
SDN,2019,19790,45548183,
SDN,2020,17360,46789233,
SDN,2021,18261,48066923,
SDN,2022,19346,49383336,253
SDN,2023,13338,50042786,
SDN,2024,14404,50448966,
SEN,2000,8508,9968263,
SEN,2001,8554,10212947,
SEN,2002,8366,10466218,
SEN,2003,9380,10721171,
SEN,2004,9098,10975701,
SEN,2005,9765,11235475,
SEN,2006,10133,11500093,
SEN,2007,10297,11770350,
SEN,2008,11040,12048957,0
SEN,2009,11139,12337390,0
SEN,2010,11061,12635414,71
SEN,2011,11022,12958893,
SEN,2012,12265,13310491,
SEN,2013,13186,13710848,16
SEN,2014,13332,14152096,0
SEN,2015,13300,14593329,
SEN,2016,12878,15034519,
SEN,2017,13235,15475000,
SEN,2018,13250,15914503,
SEN,2019,13357,16352923,
SEN,2020,12808,16789219,
SEN,2021,13370,17220855,
SEN,2022,14604,17651103,
SEN,2023,16668,18077568,
SEN,2024,16674,18501996,
SGP,2000,1728,4035247,
SGP,2001,1536,4116175,
SGP,2002,1516,4146890,
SGP,2003,1581,4138254,
SGP,2004,1426,4172764,
SGP,2005,1376,4268362,
SGP,2006,1323,4407063,6
SGP,2007,1366,4596511,
SGP,2008,1561,4806742,
SGP,2009,1525,4968553,
SGP,2010,1560,5077002,
SGP,2011,1641,5182238,
SGP,2012,2301,5293339,
SGP,2013,2164,5385586,
SGP,2014,2171,5457896,
SGP,2015,2166,5525341,
SGP,2016,2454,5577938,
SGP,2017,2329,5604078,
SGP,2018,2331,5634365,
SGP,2019,2090,5669567,
SGP,2020,2357,5620149,
SGP,2021,2461,5546291,
SGP,2022,2674,5649885,
SGP,2023,2113,5789094,
SGP,2024,2238,5832385,
SLB,2000,302,440464,
SLB,2001,292,449114,
SLB,2002,256,457668,
SLB,2003,293,466155,
SLB,2004,340,474608,
SLB,2005,397,483077,
SLB,2006,371,491594,4
SLB,2007,397,500157,
SLB,2008,387,508791,0
SLB,2009,366,518133,0
SLB,2010,338,532967,0
SLB,2011,398,552946,30
SLB,2012,361,573606,44
SLB,2013,360,594940,27
SLB,2014,345,616902,38
SLB,2015,416,639406,
SLB,2016,402,662376,
SLB,2017,373,685672,
SLB,2018,387,709110,
SLB,2019,354,728147,
SLB,2020,321,744493,
SLB,2021,370,762582,
SLB,2022,342,781067,
SLB,2023,350,800007,
SLB,2024,453,819192,
SLE,2000,3760,4423612,
SLE,2001,4673,4692720,
SLE,2002,4793,4971443,
SLE,2003,5289,5177692,
SLE,2004,5710,5355716,
SLE,2005,6737,5501713,
SLE,2006,8041,5624466,8
SLE,2007,9418,5749352,
SLE,2008,10786,5894729,
SLE,2009,11524,6055652,
SLE,2010,12859,6222719,
SLE,2011,12734,6387251,
SLE,2012,13074,6551089,592
SLE,2013,12072,6714043,721
SLE,2014,12477,6876386,519
SLE,2015,11861,7037657,
SLE,2016,14114,7205328,
SLE,2017,15935,7379299,
SLE,2018,17144,7554559,
SLE,2019,17794,7731990,
SLE,2020,15706,7912561,
SLE,2021,17551,8094608,
SLE,2022,19287,8276807,
SLE,2023,21949,8460512,825
SLE,2024,22420,8642023,1706
SLV,2000,1485,5943377,
SLV,2001,1458,5968044,
SLV,2002,1550,5986635,
SLV,2003,1383,5998597,
SLV,2004,1406,6004677,
SLV,2005,1794,6005585,
SLV,2006,1644,6002317,8
SLV,2007,1666,6009824,
SLV,2008,1718,6029294,37
SLV,2009,1686,6048270,54
SLV,2010,1700,6068245,85
SLV,2011,1896,6090136,30
SLV,2012,2053,6113974,50
SLV,2013,2176,6138850,30
SLV,2014,2206,6162953,42
SLV,2015,2452,6183667,
SLV,2016,3034,6200791,
SLV,2017,3666,6213534,
SLV,2018,3615,6219817,
SLV,2019,3009,6222314,
SLV,2020,2042,6234679,
SLV,2021,1936,6255785,
SLV,2022,2531,6280330,
SLV,2023,4265,6309636,
SLV,2024,5796,6338193,
SMR,2000,1,26795,
SMR,2001,0,27147,
SMR,2002,1,27488,
SMR,2003,1,27848,
SMR,2004,0,28218,
SMR,2005,,28580,
SMR,2006,,28937,
SMR,2007,,29316,
SMR,2008,,29701,
SMR,2009,,30095,
SMR,2010,,30625,
SMR,2011,,32175,
SMR,2012,,33473,
SMR,2013,,33622,
SMR,2014,,33727,
SMR,2015,,33900,
SMR,2016,0,34163,
SMR,2017,0,34376,
SMR,2018,0,34532,
SMR,2019,0,34660,
SMR,2020,,34767,
SMR,2021,,34568,
SMR,2022,,34088,
SMR,2023,,33728,
SMR,2024,,33582,
SOM,2000,5686,8838718,
SOM,2001,6852,9198491,
SOM,2002,7391,9550067,
SOM,2003,9278,9909152,
SOM,2004,11747,10280994,
SOM,2005,12904,10644224,
SOM,2006,11864,10975496,7
SOM,2007,11130,11322579,
SOM,2008,12481,11663097,0
SOM,2009,11075,11961201,0
SOM,2010,10139,12261752,211
SOM,2011,11653,12348828,320
SOM,2012,11975,12461162,75
SOM,2013,12994,12869597,666
SOM,2014,12903,13339493,0
SOM,2015,13982,13806960,
SOM,2016,14170,14348735,
SOM,2017,16485,14916633,
SOM,2018,16614,15452485,
SOM,2019,16918,16030965,
SOM,2020,17203,16651180,
SOM,2021,17422,17271438,
SOM,2022,18458,17801893,2851
SOM,2023,18571,18358618,2962
SOM,2024,18349,19009144,1207
SRB,2005,3208,7539135,
SRB,2006,3146,7511398,
SRB,2007,2891,7482987,
SRB,2008,2721,7454277,
SRB,2009,2531,7425345,
SRB,2010,2333,7395861,
SRB,2011,2174,7364850,
SRB,2012,1872,7324618,0
SRB,2013,2106,7276181,0
SRB,2014,1818,7227195,
SRB,2015,1649,7177263,0
SRB,2016,1472,7126087,
SRB,2017,1450,7073502,
SRB,2018,1330,7020017,
SRB,2019,1106,6966155,
SRB,2020,439,6907809,
SRB,2021,445,6835431,
SRB,2022,1074,6791212,
SRB,2023,1014,6773199,
SRB,2024,443,6736222,
SSD,2011,7217,10288101,3032
SSD,2012,8403,10756246,917
SSD,2013,6422,11166269,1747
SSD,2014,8335,11235079,
SSD,2015,9657,11107559,
SSD,2016,10770,10830108,
SSD,2017,10220,10259155,
SSD,2018,14603,10122987,
SSD,2019,16323,10423384,
SSD,2020,15969,10698474,
SSD,2021,17468,10865777,
SSD,2022,19659,11021177,
SSD,2023,23918,11483372,
SSD,2024,27045,11943418,
STP,2000,97,144017,
STP,2001,97,146372,
STP,2002,94,149920,
STP,2003,457,153803,
STP,2004,121,157709,
STP,2005,136,161636,
STP,2006,153,165633,
STP,2007,93,169697,
STP,2008,68,173791,
STP,2009,78,177843,0
STP,2010,121,181796,0
STP,2011,136,185651,0
STP,2012,115,189431,0
STP,2013,147,193146,0
STP,2014,158,196760,0
STP,2015,178,200284,
STP,2016,188,203688,
STP,2017,138,206975,
STP,2018,149,210191,
STP,2019,140,213393,
STP,2020,92,217432,
STP,2021,82,221960,
STP,2022,123,226304,
STP,2023,105,230871,
STP,2024,129,235536,
SUR,2000,89,476633,
SUR,2001,75,486567,
SUR,2002,97,496540,
SUR,2003,105,506422,
SUR,2004,97,513923,
SUR,2005,117,519314,
SUR,2006,129,525002,28
SUR,2007,,531016,
SUR,2008,108,537240,
SUR,2009,178,543577,
SUR,2010,194,549928,
SUR,2011,125,556273,1
SUR,2012,128,562627,
SUR,2013,141,569018,5
SUR,2014,146,575374,4
SUR,2015,144,581624,
SUR,2016,114,587756,
SUR,2017,129,593719,
SUR,2018,174,599515,
SUR,2019,133,605772,
SUR,2020,103,612323,
SUR,2021,88,617900,
SUR,2022,124,623163,
SUR,2023,120,628883,
SUR,2024,132,634427,
SVK,2000,1010,5379999,
SVK,2001,986,5379443,
SVK,2002,975,5377688,
SVK,2003,978,5376199,
SVK,2004,664,5376048,
SVK,2005,710,5376701,
SVK,2006,673,5376841,2
SVK,2007,622,5377003,
SVK,2008,584,5379120,
SVK,2009,453,5385075,
SVK,2010,409,5391850,
SVK,2011,378,5398107,
SVK,2012,321,5404874,
SVK,2013,398,5410419,
SVK,2014,320,5415232,
SVK,2015,308,5420279,
SVK,2016,281,5427262,
SVK,2017,228,5435697,
SVK,2018,273,5443235,
SVK,2019,214,5450632,
SVK,2020,153,5455021,
SVK,2021,134,5442757,
SVK,2022,142,5473190,
SVK,2023,206,5518055,
SVK,2024,,5506752,
SVN,2000,368,1986812,
SVN,2001,359,1989670,
SVN,2002,338,1991563,
SVN,2003,285,1992496,
SVN,2004,249,1993551,
SVN,2005,269,1996921,
SVN,2006,207,2003119,4
SVN,2007,214,2014165,
SVN,2008,208,2025088,
SVN,2009,186,2035600,
SVN,2010,169,2044623,
SVN,2011,181,2048802,
SVN,2012,134,2053319,
SVN,2013,139,2056447,
SVN,2014,142,2058404,
SVN,2015,129,2059952,
SVN,2016,118,2061371,
SVN,2017,112,2062409,
SVN,2018,98,2069471,
SVN,2019,98,2083432,
SVN,2020,75,2102425,
SVN,2021,79,2113490,
SVN,2022,72,2115236,
SVN,2023,85,2118401,
SVN,2024,46,2118697,
SWE,2000,417,8872112,
SWE,2001,394,8896022,
SWE,2002,375,8925043,
SWE,2003,396,8958428,
SWE,2004,429,8993803,
SWE,2005,539,9029771,
SWE,2006,490,9080616,
SWE,2007,460,9148274,
SWE,2008,515,9219901,
SWE,2009,572,9298740,
SWE,2010,615,9378235,
SWE,2011,538,9449261,
SWE,2012,593,9519488,
SWE,2013,610,9600621,
SWE,2014,635,9696430,
SWE,2015,782,9799488,
SWE,2016,702,9923285,
SWE,2017,488,10057859,
SWE,2018,477,10175407,
SWE,2019,478,10279124,
SWE,2020,316,10353688,
SWE,2021,344,10416130,
SWE,2022,357,10487345,
SWE,2023,341,10551490,
SWE,2024,301,10607003,
SWZ,2000,5877,1041414,
SWZ,2001,6118,1051064,
SWZ,2002,6748,1059435,
SWZ,2003,7749,1066702,
SWZ,2004,8071,1073165,
SWZ,2005,8705,1079023,
SWZ,2006,9018,1084437,8
SWZ,2007,8888,1090702,
SWZ,2008,8685,1098093,686
SWZ,2009,10038,1105157,4965
SWZ,2010,10101,1111646,146
SWZ,2011,8337,1117846,16
SWZ,2012,7165,1123865,841
SWZ,2013,6641,1129984,632
SWZ,2014,5583,1136308,
SWZ,2015,4266,1142815,
SWZ,2016,3567,1149510,1064
SWZ,2017,3367,1158202,903
SWZ,2018,2987,1168929,965
SWZ,2019,2876,1179879,926
SWZ,2020,2143,1192721,773
SWZ,2021,1934,1206593,696
SWZ,2022,2374,1218919,98
SWZ,2023,2297,1230500,68
SWZ,2024,2419,1242822,234
SXM,2010,3,33793,
SXM,2011,2,34259,
SXM,2012,1,35019,
SXM,2013,2,35858,
SXM,2014,0,36666,
SXM,2015,2,37469,
SXM,2016,0,38256,
SXM,2017,5,38994,
SXM,2018,2,39715,
SXM,2019,7,40390,
SXM,2020,1,41009,
SXM,2021,1,41576,
SXM,2022,2,42142,
SXM,2023,3,42744,
SXM,2024,3,43349,
SYC,2000,20,83311,
SYC,2001,19,84605,
SYC,2002,29,85854,
SYC,2003,10,87031,
SYC,2004,18,88151,
SYC,2005,14,89260,
SYC,2006,,90372,
SYC,2007,,91464,
SYC,2008,6,92546,
SYC,2009,15,93638,
SYC,2010,17,94968,
SYC,2011,21,97024,
SYC,2012,20,99543,
SYC,2013,24,102098,
SYC,2014,13,104647,
SYC,2015,8,107236,
SYC,2016,12,109814,
SYC,2017,16,112432,
SYC,2018,15,115034,
SYC,2019,14,117638,
SYC,2020,9,120281,
SYC,2021,11,122995,
SYC,2022,16,125527,
SYC,2023,23,127954,
SYC,2024,22,130425,
SYR,2000,5090,16637891,
SYR,2001,4997,17051340,
SYR,2002,4766,17468339,
SYR,2003,4820,17889290,
SYR,2004,4588,18336877,
SYR,2005,4310,18814090,
SYR,2006,3931,19637019,
SYR,2007,4218,20884124,
SYR,2008,3724,21636556,0
SYR,2009,4050,21976973,0
SYR,2010,3666,22482428,2562
SYR,2011,3620,22878104,2562
SYR,2012,3003,22759754,2400
SYR,2013,2735,21666927,
SYR,2014,3481,20273663,1659
SYR,2015,2908,19424619,731
SYR,2016,3064,19193843,0
SYR,2017,2745,19224678,
SYR,2018,2631,19577844,
SYR,2019,2589,20353535,
SYR,2020,2639,21049431,
SYR,2021,3290,21628844,
SYR,2022,3068,22462172,
SYR,2023,3404,23594622,
SYR,2024,3488,24672756,
TCA,2000,,18729,
TCA,2001,3,19577,
TCA,2002,3,20596,
TCA,2003,6,21726,
TCA,2004,,22856,
TCA,2005,,23985,
TCA,2006,7,25121,4
TCA,2007,,26271,
TCA,2008,,27422,
TCA,2009,,28584,
TCA,2010,6,29733,
TCA,2011,9,30846,
TCA,2012,8,32125,
TCA,2013,2,33655,
TCA,2014,1,35042,
TCA,2015,2,36601,
TCA,2016,2,38310,
TCA,2017,4,39909,
TCA,2018,2,41563,
TCA,2019,4,43161,
TCA,2020,,44391,
TCA,2021,0,45240,
TCA,2022,,45846,
TCA,2023,7,46206,
TCA,2024,4,46531,
TCD,2000,,8512097,
TCD,2001,,8804118,
TCD,2002,5077,9116187,
TCD,2003,4679,9487822,
TCD,2004,4946,9920036,
TCD,2005,6311,10328078,
TCD,2006,,10706422,
TCD,2007,5879,11081665,
TCD,2008,6912,11476289,
TCD,2009,8411,11893753,
TCD,2010,9452,12312578,379
TCD,2011,10505,12754995,949
TCD,2012,10585,13211001,1294
TCD,2013,11237,13691082,0
TCD,2014,11973,14188684,0
TCD,2015,11471,14647617,
TCD,2016,10777,15114656,
TCD,2017,11774,15622756,
TCD,2018,13078,16156532,
TCD,2019,13634,16685214,
TCD,2020,12809,17224672,
TCD,2021,13643,17828275,
TCD,2022,14725,18455314,
TCD,2023,15772,19319066,
TCD,2024,17082,20299127,
TGO,2000,1409,5140039,
TGO,2001,,5277380,
TGO,2002,1645,5413270,
TGO,2003,1815,5552165,
TGO,2004,2217,5696509,
TGO,2005,2541,5844626,
TGO,2006,2819,6010663,
TGO,2007,2436,6188344,
TGO,2008,2967,6368815,
TGO,2009,2986,6551864,
TGO,2010,2791,6732589,
TGO,2011,2888,6916480,888
TGO,2012,2843,7100736,
TGO,2013,2600,7285440,
TGO,2014,2525,7472452,
TGO,2015,2613,7663191,
TGO,2016,2755,7858295,
TGO,2017,2544,8057143,
TGO,2018,2413,8258778,
TGO,2019,2576,8463062,
TGO,2020,2327,8669708,
TGO,2021,2437,8878368,
TGO,2022,3058,9089744,
TGO,2023,3080,9304336,
TGO,2024,3151,9515236,
THA,2000,34187,63007808,
THA,2001,49656,63651143,
THA,2002,49581,64266438,
THA,2003,54504,64868171,
THA,2004,55306,65452056,
THA,2005,57895,66017410,
THA,2006,57391,66567692,6
THA,2007,54793,67102387,
THA,2008,55252,67619833,639
THA,2009,63975,68121082,422
THA,2010,67128,68579440,
THA,2011,65824,69007210,
THA,2012,60304,69436095,1267
THA,2013,63541,69845109,1267
THA,2014,67722,70216374,1049
THA,2015,62135,70540791,2154
THA,2016,70114,70859847,2200
THA,2017,80160,71160185,7186
THA,2018,85029,71376071,8435
THA,2019,87789,71522268,9359
THA,2020,85837,71641486,7942
THA,2021,71488,71727340,5403
THA,2022,72274,71735331,5966
THA,2023,80209,71702430,6764
THA,2024,81703,71668014,6539
TJK,2000,2779,6284736,
TJK,2001,3508,6407376,
TJK,2002,4052,6531668,
TJK,2003,8741,6658575,
TJK,2004,4529,6790539,
TJK,2005,5460,6924714,
TJK,2006,5365,7057563,0
TJK,2007,6297,7194471,
TJK,2008,6396,7338400,
TJK,2009,7210,7490233,
TJK,2010,6994,7652147,0
TJK,2011,7035,7824790,0
TJK,2012,6508,8014085,0
TJK,2013,5576,8216721,
TJK,2014,5807,8425553,883
TJK,2015,5894,8643835,883
TJK,2016,5965,8865626,
TJK,2017,5895,9085942,
TJK,2018,5726,9307332,
TJK,2019,5755,9529965,
TJK,2020,4148,9749304,
TJK,2021,4158,9966913,
TJK,2022,4294,10182218,
TJK,2023,4435,10389800,0
TJK,2024,4441,10590931,
TKL,2000,0,1837,
TKL,2001,0,1857,
TKL,2002,,1831,
TKL,2003,0,1767,
TKL,2004,,1699,
TKL,2005,0,1627,
TKL,2006,0,1567,12
TKL,2007,0,1552,
TKL,2008,0,1564,
TKL,2009,0,1576,
TKL,2010,0,1588,
TKL,2011,0,1596,
TKL,2012,0,1658,
TKL,2013,0,1727,
TKL,2014,0,1731,
TKL,2015,2,1693,
TKL,2016,0,1679,
TKL,2017,0,1744,
TKL,2018,,1872,
TKL,2019,,2016,
TKL,2020,0,2121,
TKL,2021,0,2198,
TKL,2022,,2289,
TKL,2023,0,2397,
TKL,2024,,2510,
TKM,2000,4038,4582678,
TKM,2001,3948,4675404,
TKM,2002,3671,4769468,
TKM,2003,4329,4863859,
TKM,2004,3382,4958092,
TKM,2005,3191,5052258,
TKM,2006,3223,5147104,0
TKM,2007,3428,5244052,
TKM,2008,3757,5345015,
TKM,2009,3157,5451595,
TKM,2010,3230,5564360,
TKM,2011,2731,5683405,
TKM,2012,2937,5808544,
TKM,2013,3047,5939341,
TKM,2014,2537,6075286,0
TKM,2015,2191,6215764,
TKM,2016,2068,6360039,
TKM,2017,1968,6507066,
TKM,2018,2157,6655528,
TKM,2019,2117,6803957,
TKM,2020,1918,6949909,
TKM,2021,1878,7092043,
TKM,2022,2503,7230196,
TKM,2023,2273,7364441,
TKM,2024,2259,7494492,
TLS,2002,2760,879160,
TLS,2003,3191,916876,
TLS,2004,3716,929078,
TLS,2005,3767,948304,
TLS,2006,3586,976603,4
TLS,2007,3255,1004900,
TLS,2008,3285,1032427,
TLS,2009,4748,1058781,
TLS,2010,,1084679,
TLS,2011,4386,1110204,
TLS,2012,3828,1134887,
TLS,2013,3757,1158690,189
TLS,2014,3657,1181905,1252
TLS,2015,3337,1205127,
TLS,2016,3607,1228310,
TLS,2017,3470,1251707,
TLS,2018,3782,1275964,
TLS,2019,4050,1300946,
TLS,2020,3225,1326063,
TLS,2021,3193,1350133,
TLS,2022,5249,1369300,
TLS,2023,6027,1384286,
TLS,2024,4731,1400636,
TON,2000,24,102677,
TON,2001,12,103279,
TON,2002,29,103867,
TON,2003,16,104466,
TON,2004,12,105070,
TON,2005,18,105674,
TON,2006,18,106256,
TON,2007,23,106723,
TON,2008,13,107018,
TON,2009,8,107202,0
TON,2010,11,107395,0
TON,2011,9,107574,
TON,2012,11,107454,
TON,2013,10,107080,
TON,2014,13,106607,
TON,2015,14,106096,
TON,2016,8,105522,
TON,2017,11,105346,
TON,2018,9,105558,
TON,2019,10,105667,
TON,2020,8,105703,
TON,2021,7,105483,
TON,2022,2,105044,
TON,2023,8,104595,
TON,2024,2,104169,
TTO,2000,198,1319771,
TTO,2001,206,1325566,
TTO,2002,133,1332010,
TTO,2003,147,1338716,
TTO,2004,178,1345378,
TTO,2005,166,1352031,
TTO,2006,232,1358697,8
TTO,2007,218,1365378,
TTO,2008,279,1372085,
TTO,2009,272,1379047,
TTO,2010,219,1386666,
TTO,2011,224,1394985,
TTO,2012,274,1403811,
TTO,2013,250,1412659,
TTO,2014,251,1421131,
TTO,2015,196,1429186,
TTO,2016,214,1437017,
TTO,2017,200,1445261,
TTO,2018,253,1470517,
TTO,2019,218,1484896,
TTO,2020,220,1481017,
TTO,2021,171,1487716,
TTO,2022,243,1495916,
TTO,2023,277,1502931,
TTO,2024,301,1507783,
TUN,2000,2038,9764943,
TUN,2001,1945,9869676,
TUN,2002,1885,9971523,
TUN,2003,1965,10071634,
TUN,2004,1994,10166156,
TUN,2005,2079,10255471,
TUN,2006,2131,10346411,2
TUN,2007,2282,10441708,
TUN,2008,2280,10542627,
TUN,2009,2155,10650676,100
TUN,2010,2368,10765985,
TUN,2011,3015,10886030,
TUN,2012,3239,11009648,1000
TUN,2013,3035,11141346,1000
TUN,2014,3134,11274284,1000
TUN,2015,3416,11402266,
TUN,2016,3428,11528672,
TUN,2017,3122,11650502,
TUN,2018,3202,11765513,
TUN,2019,3297,11875087,
TUN,2020,2678,11974061,
TUN,2021,2637,12048629,
TUN,2022,3254,12119327,
TUN,2023,3114,12200425,
TUN,2024,,12277102,
TUR,2000,18038,65425964,
TUR,2001,17263,66245123,
TUR,2002,18043,67048801,
TUR,2003,17923,67831729,
TUR,2004,17543,68592616,
TUR,2005,19744,69329557,
TUR,2006,19629,70045349,8
TUR,2007,18878,70750591,
TUR,2008,17603,71562340,
TUR,2009,16771,72464837,
TUR,2010,15879,73346765,
TUR,2011,15054,74215207,252
TUR,2012,14139,75197199,
TUR,2013,13170,76403029,
TUR,2014,13108,78036157,
TUR,2015,12550,80014232,
TUR,2016,12186,81652090,
TUR,2017,11821,83083663,
TUR,2018,11576,84415976,
TUR,2019,11247,85357667,
TUR,2020,8830,86091697,
